Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
F1_LoginFeatures,Chrome 113.0.0.0,,,2023-05-31 00:34:52,2023-05-31 00:38:05,3m - 13.006s,FAILED
,,,,,,,
Test Cases/PROJECT WEB/Common/F1_LoginFeatures/LF1_TC1_SUCCESSFULY LOGIN (P),Chrome 113.0.0.0,,,2023-05-31 00:34:53,2023-05-31 00:35:24,31.240s,PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-31 00:34:53,2023-05-31 00:35:00,6.675s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-31 00:35:00,2023-05-31 00:35:00,0.168s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 113.0.0.0,,,2023-05-31 00:35:00,2023-05-31 00:35:17,16.648s,PASSED
"setText(findTestObject(""PROJECT WEB/Common/Page_OrangeHRM/input_Username""), username)",Chrome 113.0.0.0,,,2023-05-31 00:35:17,2023-05-31 00:35:19,2.035s,PASSED
"setEncryptedText(findTestObject(""PROJECT WEB/Common/Page_OrangeHRM/input_Password""), password)",Chrome 113.0.0.0,,,2023-05-31 00:35:19,2023-05-31 00:35:20,0.561s,PASSED
"click(findTestObject(""PROJECT WEB/Common/Page_OrangeHRM/button_Login""))",Chrome 113.0.0.0,,,2023-05-31 00:35:20,2023-05-31 00:35:20,0.514s,PASSED
"verifyElementPresent(findTestObject(""PROJECT WEB/Common/Page_OrangeHRM/h6_Dashboard""), 0)",Chrome 113.0.0.0,,,2023-05-31 00:35:20,2023-05-31 00:35:24,3.739s,PASSED
,,,,,,,
Test Cases/PROJECT WEB/Common/F1_LoginFeatures/LF1_TC2_USER ENTER INVALID USERNAME (N),Chrome 113.0.0.0,,,2023-05-31 00:36:52,2023-05-31 00:37:12,20.688s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-31 00:36:52,2023-05-31 00:36:54,2.103s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-31 00:36:54,2023-05-31 00:36:54,0.140s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 113.0.0.0,,,2023-05-31 00:36:54,2023-05-31 00:37:12,18.220s,PASSED
"setText(findTestObject(""PROJECT WEB/Common/Page_OrangeHRM/input_Username""), INVALIDUSERNAME)",Chrome 113.0.0.0,,,2023-05-31 00:37:12,2023-05-31 00:37:12,0.195s,FAILED
,,,,,,,
Test Cases/PROJECT WEB/Common/F1_LoginFeatures/LF1_TC3_USER ENTER INVALID PASSWORD (N),Chrome 113.0.0.0,,,2023-05-31 00:37:57,2023-05-31 00:38:05,8.243s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-31 00:37:57,2023-05-31 00:37:58,1.855s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-31 00:37:58,2023-05-31 00:37:59,0.142s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 113.0.0.0,,,2023-05-31 00:37:59,2023-05-31 00:38:05,6.043s,PASSED
"setText(findTestObject(""Object Repository/PROJECT WEB/Common/Page_OrangeHRM/input_Username""), USERNAME)",Chrome 113.0.0.0,,,2023-05-31 00:38:05,2023-05-31 00:38:05,0.194s,FAILED
